Date,Timestamp,Adj Close,date,Negative,Nuetral,Positive,sentiment_of_the_period,sentiment_of_the_day
2021-04-07 05:30:00,1617773400000,57667.81,2021-04-07 05:30:00,0.0,1.0,3.0,Positive,Positive
2021-04-07 05:35:00,1617773700000,57730.75,2021-04-07 05:35:00,1.0,4.0,0.0,Nuetral,Nuetral
2021-04-07 05:40:00,1617774000000,58146.54,2021-04-07 05:40:00,1.0,1.0,2.0,Positive,Positive
2021-04-07 05:45:00,1617774300000,58264.5,2021-04-07 05:45:00,1.0,1.0,1.0,Negative,Negative
2021-04-07 05:50:00,1617774600000,58281.84,2021-04-07 05:50:00,1.0,1.0,4.0,Positive,Positive
2021-04-07 05:55:00,1617774900000,58302.56,2021-04-07 05:55:00,2.0,0.0,2.0,Negative,Negative
2021-04-07 06:00:00,1617775200000,58549.7,2021-04-07 06:00:00,18.0,1.0,1.0,Negative,Negative
2021-04-07 06:05:00,1617775500000,58340.13,2021-04-07 06:05:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 06:10:00,1617775800000,58248.41,2021-04-07 06:10:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 06:15:00,1617776100000,58171.02,2021-04-07 06:15:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 06:20:00,1617776400000,57897.37,2021-04-07 06:20:00,1.0,0.0,1.0,Negative,Negative
2021-04-07 06:25:00,1617776700000,58111.13,2021-04-07 06:25:00,0.0,1.0,2.0,Positive,Positive
2021-04-07 06:30:00,1617777000000,58294.03,2021-04-07 06:30:00,0.0,8.0,2.0,Nuetral,Nuetral
2021-04-07 06:35:00,1617777300000,58161.6,2021-04-07 06:35:00,1.0,4.0,0.0,Nuetral,Nuetral
2021-04-07 06:40:00,1617777600000,58091.72,2021-04-07 06:40:00,0.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 06:45:00,1617777900000,58354.0,2021-04-07 06:45:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 06:50:00,1617778200000,58208.0,,0.0,2.0,0.0,,Nuetral
2021-04-07 06:55:00,1617778500000,58009.38,2021-04-07 06:55:00,0.0,2.0,3.0,Positive,Positive
2021-04-07 07:00:00,1617778800000,57779.92,2021-04-07 07:00:00,0.0,3.0,3.0,Nuetral,Nuetral
2021-04-07 07:05:00,1617779100000,57589.8,2021-04-07 07:05:00,1.0,7.0,1.0,Nuetral,Nuetral
2021-04-07 07:10:00,1617779400000,57804.24,2021-04-07 07:10:00,2.0,14.0,8.0,Nuetral,Nuetral
2021-04-07 07:15:00,1617779700000,57767.08,2021-04-07 07:15:00,0.0,1.0,3.0,Positive,Positive
2021-04-07 07:20:00,1617780000000,57851.57,2021-04-07 07:20:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 07:25:00,1617780300000,57925.32,2021-04-07 07:25:00,1.0,0.0,1.0,Negative,Negative
2021-04-07 07:30:00,1617780600000,57968.31,2021-04-07 07:30:00,0.0,5.0,3.0,Nuetral,Nuetral
2021-04-07 07:35:00,1617780900000,57928.19,2021-04-07 07:35:00,1.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 07:40:00,1617781200000,57883.59,2021-04-07 07:40:00,1.0,0.0,0.0,Negative,Negative
2021-04-07 07:45:00,1617781500000,57874.68,2021-04-07 07:45:00,1.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 07:50:00,1617781800000,57902.83,2021-04-07 07:50:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 07:55:00,1617782100000,57861.67,2021-04-07 07:55:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 08:00:00,1617782400000,57764.66,2021-04-07 08:00:00,1.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 08:05:00,1617782700000,57719.94,2021-04-07 08:05:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 08:10:00,1617783000000,57659.72,2021-04-07 08:10:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 08:15:00,1617783300000,57690.0,2021-04-07 08:15:00,2.0,1.0,1.0,Negative,Negative
2021-04-07 08:20:00,1617783600000,57649.36,2021-04-07 08:20:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 08:25:00,1617783900000,57530.15,2021-04-07 08:25:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 08:30:00,1617784200000,57586.02,2021-04-07 08:30:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 08:35:00,1617784500000,57658.13,2021-04-07 08:35:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 08:40:00,1617784800000,57614.17,2021-04-07 08:40:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 08:45:00,1617785100000,57775.53,2021-04-07 08:45:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 08:50:00,1617785400000,57840.89,2021-04-07 08:50:00,0.0,1.0,2.0,Positive,Positive
2021-04-07 08:55:00,1617785700000,57741.15,2021-04-07 08:55:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 09:00:00,1617786000000,57638.71,2021-04-07 09:00:00,0.0,4.0,2.0,Nuetral,Nuetral
2021-04-07 09:05:00,1617786300000,57462.71,2021-04-07 09:05:00,1.0,0.0,0.0,Negative,Negative
2021-04-07 09:10:00,1617786600000,57018.74,2021-04-07 09:10:00,63.0,6.0,2.0,Negative,Negative
2021-04-07 09:15:00,1617786900000,57401.33,2021-04-07 09:15:00,1.0,1.0,0.0,Negative,Negative
2021-04-07 09:20:00,1617787200000,57336.4,,1.0,1.0,0.0,,Negative
2021-04-07 09:25:00,1617787500000,57285.03,2021-04-07 09:25:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 09:30:00,1617787800000,57464.3,2021-04-07 09:30:00,1.0,4.0,0.0,Nuetral,Nuetral
2021-04-07 09:35:00,1617788100000,57391.62,2021-04-07 09:35:00,0.0,3.0,0.0,Nuetral,Nuetral
2021-04-07 09:40:00,1617788400000,57402.57,2021-04-07 09:40:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 09:45:00,1617788700000,57566.22,2021-04-07 09:45:00,1.0,4.0,0.0,Nuetral,Nuetral
2021-04-07 09:50:00,1617789000000,57540.3,2021-04-07 09:50:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 09:55:00,1617789300000,57465.47,2021-04-07 09:55:00,0.0,5.0,0.0,Nuetral,Nuetral
2021-04-07 10:00:00,1617789600000,57305.43,2021-04-07 10:00:00,0.0,8.0,6.0,Nuetral,Nuetral
2021-04-07 10:05:00,1617789900000,57445.1,2021-04-07 10:05:00,0.0,4.0,2.0,Nuetral,Nuetral
2021-04-07 10:10:00,1617790200000,57575.28,2021-04-07 10:10:00,1.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 10:15:00,1617790500000,57486.48,2021-04-07 10:15:00,1.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 10:20:00,1617790800000,57408.65,2021-04-07 10:20:00,0.0,7.0,1.0,Nuetral,Nuetral
2021-04-07 10:25:00,1617791100000,57383.41,2021-04-07 10:25:00,2.0,1.0,2.0,Negative,Negative
2021-04-07 10:30:00,1617791400000,57358.24,2021-04-07 10:30:00,2.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 10:35:00,1617791700000,57269.2,2021-04-07 10:35:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 10:40:00,1617792000000,57055.82,2021-04-07 10:40:00,4.0,0.0,1.0,Negative,Negative
2021-04-07 10:45:00,1617792300000,57133.75,2021-04-07 10:45:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 10:50:00,1617792600000,56880.28,2021-04-07 10:50:00,0.0,3.0,5.0,Positive,Positive
2021-04-07 10:55:00,1617792900000,56856.31,2021-04-07 10:55:00,4.0,6.0,1.0,Nuetral,Nuetral
2021-04-07 11:00:00,1617793200000,56958.03,2021-04-07 11:00:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 11:05:00,1617793500000,56855.32,2021-04-07 11:05:00,0.0,5.0,0.0,Nuetral,Nuetral
2021-04-07 11:10:00,1617793800000,56927.19,2021-04-07 11:10:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 11:15:00,1617794100000,57064.41,2021-04-07 11:15:00,1.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 11:20:00,1617794400000,56710.0,2021-04-07 11:20:00,0.0,4.0,1.0,Nuetral,Nuetral
2021-04-07 11:25:00,1617794700000,56356.19,2021-04-07 11:25:00,34.0,5.0,2.0,Negative,Negative
2021-04-07 11:30:00,1617795000000,55948.45,2021-04-07 11:30:00,0.0,4.0,2.0,Nuetral,Nuetral
2021-04-07 11:35:00,1617795300000,56120.79,2021-04-07 11:35:00,40.0,3.0,3.0,Negative,Negative
2021-04-07 11:40:00,1617795600000,55941.57,2021-04-07 11:40:00,0.0,1.0,3.0,Positive,Positive
2021-04-07 11:45:00,1617795900000,56080.39,2021-04-07 11:45:00,2.0,1.0,2.0,Negative,Negative
2021-04-07 11:50:00,1617796200000,56254.68,2021-04-07 11:50:00,0.0,3.0,3.0,Nuetral,Nuetral
2021-04-07 11:55:00,1617796500000,56317.92,2021-04-07 11:55:00,2.0,2.0,1.0,Negative,Negative
2021-04-07 12:00:00,1617796800000,56104.91,2021-04-07 12:00:00,3.0,3.0,2.0,Negative,Negative
2021-04-07 12:05:00,1617797100000,56178.62,2021-04-07 12:05:00,3.0,9.0,2.0,Nuetral,Nuetral
2021-04-07 12:10:00,1617797400000,55852.63,2021-04-07 12:10:00,2.0,0.0,2.0,Negative,Negative
2021-04-07 12:15:00,1617797700000,56225.14,2021-04-07 12:15:00,1.0,4.0,5.0,Positive,Positive
2021-04-07 12:20:00,1617798000000,56046.01,2021-04-07 12:20:00,0.0,11.0,4.0,Nuetral,Nuetral
2021-04-07 12:25:00,1617798300000,56084.52,2021-04-07 12:25:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 12:30:00,1617798600000,56234.11,2021-04-07 12:30:00,0.0,5.0,5.0,Nuetral,Nuetral
2021-04-07 12:35:00,1617798900000,56406.49,2021-04-07 12:35:00,1.0,3.0,5.0,Positive,Positive
2021-04-07 12:40:00,1617799200000,56360.34,2021-04-07 12:40:00,0.0,4.0,1.0,Nuetral,Nuetral
2021-04-07 12:45:00,1617799500000,56450.0,2021-04-07 12:45:00,2.0,5.0,1.0,Nuetral,Nuetral
2021-04-07 12:50:00,1617799800000,56497.82,2021-04-07 12:50:00,1.0,4.0,0.0,Nuetral,Nuetral
2021-04-07 12:55:00,1617800100000,56466.05,2021-04-07 12:55:00,1.0,4.0,3.0,Nuetral,Nuetral
2021-04-07 13:00:00,1617800400000,56521.89,2021-04-07 13:00:00,2.0,3.0,3.0,Nuetral,Nuetral
2021-04-07 13:05:00,1617800700000,56605.1,2021-04-07 13:05:00,1.0,5.0,1.0,Nuetral,Nuetral
2021-04-07 13:10:00,1617801000000,56605.72,2021-04-07 13:10:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 13:15:00,1617801300000,56550.0,2021-04-07 13:15:00,0.0,7.0,2.0,Nuetral,Nuetral
2021-04-07 13:20:00,1617801600000,56462.95,2021-04-07 13:20:00,1.0,5.0,2.0,Nuetral,Nuetral
2021-04-07 13:25:00,1617801900000,56566.35,2021-04-07 13:25:00,0.0,4.0,0.0,Nuetral,Nuetral
2021-04-07 13:30:00,1617802200000,56572.91,2021-04-07 13:30:00,1.0,6.0,2.0,Nuetral,Nuetral
2021-04-07 13:35:00,1617802500000,56785.72,2021-04-07 13:35:00,3.0,1.0,2.0,Negative,Negative
2021-04-07 13:40:00,1617802800000,56821.99,2021-04-07 13:40:00,1.0,4.0,2.0,Nuetral,Nuetral
2021-04-07 13:45:00,1617803100000,56743.77,2021-04-07 13:45:00,1.0,5.0,5.0,Nuetral,Nuetral
2021-04-07 13:50:00,1617803400000,56787.51,2021-04-07 13:50:00,0.0,1.0,2.0,Positive,Positive
2021-04-07 13:55:00,1617803700000,56777.29,2021-04-07 13:55:00,0.0,5.0,1.0,Nuetral,Nuetral
2021-04-07 14:00:00,1617804000000,56731.34,2021-04-07 14:00:00,0.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 14:05:00,1617804300000,56686.28,2021-04-07 14:05:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 14:10:00,1617804600000,56807.2,2021-04-07 14:10:00,0.0,3.0,0.0,Nuetral,Nuetral
2021-04-07 14:15:00,1617804900000,56818.38,2021-04-07 14:15:00,0.0,3.0,3.0,Nuetral,Nuetral
2021-04-07 14:20:00,1617805200000,56714.72,2021-04-07 14:20:00,0.0,4.0,3.0,Nuetral,Nuetral
2021-04-07 14:25:00,1617805500000,56846.75,2021-04-07 14:25:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 14:30:00,1617805800000,56868.3,2021-04-07 14:30:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 14:35:00,1617806100000,56938.3,2021-04-07 14:35:00,0.0,0.0,1.0,Positive,Positive
2021-04-07 14:40:00,1617806400000,56791.39,2021-04-07 14:40:00,0.0,0.0,2.0,Positive,Positive
2021-04-07 14:45:00,1617806700000,56699.41,2021-04-07 14:45:00,0.0,1.0,4.0,Positive,Positive
2021-04-07 14:50:00,1617807000000,56658.56,2021-04-07 14:50:00,0.0,2.0,4.0,Positive,Positive
2021-04-07 14:55:00,1617807300000,56686.06,2021-04-07 14:55:00,0.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 15:00:00,1617807600000,56792.81,2021-04-07 15:00:00,0.0,4.0,2.0,Nuetral,Nuetral
2021-04-07 15:05:00,1617807900000,56806.1,2021-04-07 15:05:00,0.0,0.0,1.0,Positive,Positive
2021-04-07 15:10:00,1617808200000,56875.31,2021-04-07 15:10:00,0.0,0.0,2.0,Positive,Positive
2021-04-07 15:15:00,1617808500000,56767.49,2021-04-07 15:15:00,1.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 15:20:00,1617808800000,56766.08,2021-04-07 15:20:00,1.0,1.0,0.0,Negative,Negative
2021-04-07 15:25:00,1617809100000,56658.48,2021-04-07 15:25:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 15:30:00,1617809400000,56551.73,2021-04-07 15:30:00,0.0,2.0,3.0,Positive,Positive
2021-04-07 15:35:00,1617809700000,56353.11,2021-04-07 15:35:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 15:40:00,1617810000000,56434.51,2021-04-07 15:40:00,2.0,2.0,2.0,Negative,Negative
2021-04-07 15:45:00,1617810300000,56347.43,2021-04-07 15:45:00,0.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 15:50:00,1617810600000,56397.56,2021-04-07 15:50:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 15:55:00,1617810900000,56434.13,2021-04-07 15:55:00,1.0,1.0,1.0,Negative,Negative
2021-04-07 16:00:00,1617811200000,56374.25,2021-04-07 16:00:00,0.0,3.0,3.0,Nuetral,Nuetral
2021-04-07 16:05:00,1617811500000,56680.27,2021-04-07 16:05:00,0.0,1.0,4.0,Positive,Positive
2021-04-07 16:10:00,1617811800000,56475.79,2021-04-07 16:10:00,1.0,0.0,2.0,Positive,Positive
2021-04-07 16:15:00,1617812100000,56394.0,2021-04-07 16:15:00,1.0,1.0,4.0,Positive,Positive
2021-04-07 16:20:00,1617812400000,56526.66,2021-04-07 16:20:00,1.0,4.0,3.0,Nuetral,Nuetral
2021-04-07 16:25:00,1617812700000,56476.14,2021-04-07 16:25:00,1.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 16:30:00,1617813000000,56570.0,2021-04-07 16:30:00,0.0,8.0,1.0,Nuetral,Nuetral
2021-04-07 16:35:00,1617813300000,56640.34,2021-04-07 16:35:00,0.0,0.0,1.0,Positive,Positive
2021-04-07 16:40:00,1617813600000,56691.44,2021-04-07 16:40:00,1.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 16:45:00,1617813900000,56709.63,2021-04-07 16:45:00,1.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 16:50:00,1617814200000,56608.4,2021-04-07 16:50:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 16:55:00,1617814500000,56515.91,2021-04-07 16:55:00,0.0,0.0,2.0,Positive,Positive
2021-04-07 17:00:00,1617814800000,56543.89,2021-04-07 17:00:00,1.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 17:05:00,1617815100000,56420.21,2021-04-07 17:05:00,0.0,1.0,2.0,Positive,Positive
2021-04-07 17:10:00,1617815400000,56440.69,2021-04-07 17:10:00,0.0,0.0,1.0,Positive,Positive
2021-04-07 17:15:00,1617815700000,56381.01,2021-04-07 17:15:00,1.0,1.0,0.0,Negative,Negative
2021-04-07 17:20:00,1617816000000,56179.55,2021-04-07 17:20:00,1.0,0.0,3.0,Positive,Positive
2021-04-07 17:25:00,1617816300000,56226.13,,1.0,0.0,3.0,,Positive
2021-04-07 17:30:00,1617816600000,56312.74,2021-04-07 17:30:00,0.0,1.0,2.0,Positive,Positive
2021-04-07 17:35:00,1617816900000,56231.47,2021-04-07 17:35:00,0.0,0.0,1.0,Positive,Positive
2021-04-07 17:40:00,1617817200000,56029.48,2021-04-07 17:40:00,0.0,4.0,1.0,Nuetral,Nuetral
2021-04-07 17:45:00,1617817500000,55984.17,2021-04-07 17:45:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 17:50:00,1617817800000,56150.0,2021-04-07 17:50:00,0.0,0.0,2.0,Positive,Positive
2021-04-07 17:55:00,1617818100000,56012.53,2021-04-07 17:55:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 18:00:00,1617818400000,56288.62,2021-04-07 18:00:00,0.0,5.0,3.0,Nuetral,Nuetral
2021-04-07 18:05:00,1617818700000,56393.84,2021-04-07 18:05:00,0.0,2.0,3.0,Positive,Positive
2021-04-07 18:10:00,1617819000000,56351.37,2021-04-07 18:10:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 18:15:00,1617819300000,56157.56,2021-04-07 18:15:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 18:20:00,1617819600000,55997.26,,0.0,2.0,1.0,,Nuetral
2021-04-07 18:25:00,1617819900000,55843.05,2021-04-07 18:25:00,1.0,1.0,0.0,Negative,Negative
2021-04-07 18:30:00,1617820200000,55995.03,2021-04-07 18:30:00,0.0,3.0,3.0,Nuetral,Nuetral
2021-04-07 18:35:00,1617820500000,56060.04,2021-04-07 18:35:00,1.0,1.0,3.0,Positive,Positive
2021-04-07 18:40:00,1617820800000,56131.01,2021-04-07 18:40:00,1.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 18:45:00,1617821100000,56027.46,2021-04-07 18:45:00,1.0,7.0,1.0,Nuetral,Nuetral
2021-04-07 18:50:00,1617821400000,55985.41,2021-04-07 18:50:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 18:55:00,1617821700000,55839.19,,0.0,2.0,0.0,,Nuetral
2021-04-07 19:00:00,1617822000000,55663.62,2021-04-07 19:00:00,2.0,1.0,0.0,Negative,Negative
2021-04-07 19:05:00,1617822300000,55599.33,2021-04-07 19:05:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 19:10:00,1617822600000,55640.17,2021-04-07 19:10:00,1.0,0.0,0.0,Negative,Negative
2021-04-07 19:15:00,1617822900000,55520.0,2021-04-07 19:15:00,0.0,7.0,3.0,Nuetral,Nuetral
2021-04-07 19:20:00,1617823200000,55798.6,2021-04-07 19:20:00,2.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 19:25:00,1617823500000,55839.47,2021-04-07 19:25:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 19:30:00,1617823800000,55639.44,2021-04-07 19:30:00,0.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 19:35:00,1617824100000,55766.45,2021-04-07 19:35:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 19:40:00,1617824400000,55849.41,2021-04-07 19:40:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 19:45:00,1617824700000,56060.0,2021-04-07 19:45:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 19:50:00,1617825000000,56035.64,2021-04-07 19:50:00,0.0,1.0,4.0,Positive,Positive
2021-04-07 19:55:00,1617825300000,56127.66,2021-04-07 19:55:00,0.0,5.0,0.0,Nuetral,Nuetral
2021-04-07 20:00:00,1617825600000,56132.88,2021-04-07 20:00:00,1.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 20:05:00,1617825900000,56073.8,2021-04-07 20:05:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 20:10:00,1617826200000,55945.07,2021-04-07 20:10:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 20:15:00,1617826500000,55957.3,2021-04-07 20:15:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 20:20:00,1617826800000,55803.95,2021-04-07 20:20:00,0.0,3.0,5.0,Positive,Positive
2021-04-07 20:25:00,1617827100000,55781.88,2021-04-07 20:25:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 20:30:00,1617827400000,56047.72,2021-04-07 20:30:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 20:35:00,1617827700000,55903.74,2021-04-07 20:35:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 20:40:00,1617828000000,56077.36,2021-04-07 20:40:00,2.0,0.0,0.0,Negative,Negative
2021-04-07 20:45:00,1617828300000,56026.68,2021-04-07 20:45:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 20:50:00,1617828600000,56096.33,2021-04-07 20:50:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 20:55:00,1617828900000,56204.82,2021-04-07 20:55:00,2.0,2.0,0.0,Negative,Negative
2021-04-07 21:00:00,1617829200000,56138.75,2021-04-07 21:00:00,1.0,1.0,1.0,Negative,Negative
2021-04-07 21:05:00,1617829500000,56119.31,2021-04-07 21:05:00,1.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 21:10:00,1617829800000,56133.7,2021-04-07 21:10:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 21:15:00,1617830100000,56226.08,2021-04-07 21:15:00,0.0,6.0,1.0,Nuetral,Nuetral
2021-04-07 21:20:00,1617830400000,56291.46,2021-04-07 21:20:00,1.0,1.0,2.0,Positive,Positive
2021-04-07 21:25:00,1617830700000,56314.21,2021-04-07 21:25:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 21:30:00,1617831000000,56316.3,2021-04-07 21:30:00,1.0,2.0,3.0,Positive,Positive
2021-04-07 21:35:00,1617831300000,56251.87,2021-04-07 21:35:00,1.0,1.0,1.0,Negative,Negative
2021-04-07 21:40:00,1617831600000,56332.41,2021-04-07 21:40:00,0.0,0.0,2.0,Positive,Positive
2021-04-07 21:45:00,1617831900000,56187.42,2021-04-07 21:45:00,1.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 21:50:00,1617832200000,56273.1,2021-04-07 21:50:00,1.0,1.0,0.0,Negative,Negative
2021-04-07 21:55:00,1617832500000,56199.64,2021-04-07 21:55:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 22:00:00,1617832800000,56238.79,2021-04-07 22:00:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 22:05:00,1617833100000,56237.23,2021-04-07 22:05:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-07 22:10:00,1617833400000,56222.65,2021-04-07 22:10:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-07 22:15:00,1617833700000,56297.93,2021-04-07 22:15:00,0.0,2.0,2.0,Nuetral,Nuetral
2021-04-07 22:20:00,1617834000000,56327.11,2021-04-07 22:20:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 22:25:00,1617834300000,56326.72,2021-04-07 22:25:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 22:30:00,1617834600000,56347.0,2021-04-07 22:30:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 22:35:00,1617834900000,56427.04,2021-04-07 22:35:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 22:40:00,1617835200000,56536.39,2021-04-07 22:40:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 22:45:00,1617835500000,56506.67,2021-04-07 22:45:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 22:50:00,1617835800000,56456.81,2021-04-07 22:50:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 22:55:00,1617836100000,56449.54,2021-04-07 22:55:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 23:00:00,1617836400000,56510.34,2021-04-07 23:00:00,0.0,1.0,3.0,Positive,Positive
2021-04-07 23:05:00,1617836700000,56498.83,2021-04-07 23:05:00,0.0,1.0,2.0,Positive,Positive
2021-04-07 23:10:00,1617837000000,56471.65,2021-04-07 23:10:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-07 23:15:00,1617837300000,56474.07,2021-04-07 23:15:00,0.0,10.0,1.0,Nuetral,Nuetral
2021-04-07 23:20:00,1617837600000,56516.28,2021-04-07 23:20:00,0.0,4.0,0.0,Nuetral,Nuetral
2021-04-07 23:25:00,1617837900000,56390.0,2021-04-07 23:25:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 23:30:00,1617838200000,56412.64,2021-04-07 23:30:00,1.0,3.0,1.0,Nuetral,Nuetral
2021-04-07 23:35:00,1617838500000,56333.52,2021-04-07 23:35:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-07 23:40:00,1617838800000,56243.9,2021-04-07 23:40:00,0.0,0.0,2.0,Positive,Positive
2021-04-07 23:45:00,1617839100000,56271.78,2021-04-07 23:45:00,0.0,2.0,0.0,Nuetral,Nuetral
2021-04-07 23:50:00,1617839400000,56093.47,2021-04-07 23:50:00,1.0,0.0,1.0,Negative,Negative
2021-04-07 23:55:00,1617839700000,55932.83,2021-04-07 23:55:00,0.0,2.0,1.0,Nuetral,Nuetral
2021-04-08 00:00:00,1617840000000,55885.32,2021-04-08 00:00:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-08 00:05:00,1617840300000,55842.02,2021-04-08 00:05:00,7.0,1.0,2.0,Negative,Negative
2021-04-08 00:10:00,1617840600000,56090.23,2021-04-08 00:10:00,0.0,0.0,2.0,Positive,Positive
2021-04-08 00:15:00,1617840900000,56285.26,2021-04-08 00:15:00,5.0,2.0,3.0,Negative,Negative
2021-04-08 00:20:00,1617841200000,56115.65,2021-04-08 00:20:00,0.0,3.0,1.0,Nuetral,Nuetral
2021-04-08 00:25:00,1617841500000,56107.73,2021-04-08 00:25:00,0.0,1.0,1.0,Nuetral,Nuetral
2021-04-08 00:30:00,1617841800000,56104.54,2021-04-08 00:30:00,0.0,1.0,0.0,Nuetral,Nuetral
2021-04-08 00:35:00,1617842100000,56250.0,2021-04-08 00:35:00,0.0,3.0,2.0,Nuetral,Nuetral
2021-04-08 00:40:00,1617842400000,56326.38,2021-04-08 00:40:00,1.0,1.0,2.0,Positive,Positive
2021-04-08 00:45:00,1617842700000,56360.01,2021-04-08 00:45:00,0.0,0.0,1.0,Positive,Positive
2021-04-08 00:50:00,1617843000000,56428.19,2021-04-08 00:50:00,0.0,0.0,3.0,Positive,Positive
2021-04-08 00:55:00,1617843300000,56396.78,2021-04-08 00:55:00,0.0,0.0,1.0,Positive,Positive
2021-04-08 01:00:00,1617843600000,56308.75,2021-04-08 01:00:00,0.0,2.0,1.0,Nuetral,Nuetral
